,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Brand,Casing,Category,Graphics Card,Index,Motherboard,Name,Price,Processor,RAM,Storage,Subcategory,Warranty,Power Supply,CPU Cooler,Keyboard,Monitor,Audio,External I/O Ports,Operating System,Optical Drive,Network & Wireless Connectivity,Dimension,Mouse,Weight,Hard Disk,Main Board,Operating system,Processor Speed,Processor Type,Lan,Interface,Camera,Color,Screen Size,Accessories,Networking,Base Frequency,Cache,Capacity,Connectivity,Cores,Dimensions,Frequency,Key Board,Max Turbo Frequency,Model,Nature ,Solid State Drive (SSD),Type,Hard Disk Drive (HDD),Threads
126,126.0,126.0,,,,Mac Mini,,Desktop,Intel UHD Graphics 630,127.0,,"Apple Mac Mini (MRTR2), Core i3, 8Gb ram, 128Gb SSD","72,500","3.6GHz quad-core Intel Core i3 6MB shared L3 cache
","8GB 1600MHz LPDDR3 memory
","128GB PCIe-based SSD
",Apple PC,"One year International Limited Warranty (parts & labor)
","Line voltage: 100–240V AC
Frequency: 50Hz to 60Hz, single phase
Maximum continuous power: 150W
Operating temperature: 50° to 95° F (10° to 35° C)
Storage temperature: –40° to 116° F (–40° to 47° C)
Relative humidity: 5% to 90% noncondensing
Operating altitude: tested up to 16,400 feet (5000 meters)",,,,"3.5 mm headphone jack
HDMI 2.0 port supports multichannel audio output",,macOS,,"802.11ac Wi-Fi wireless networking
IEEE 802.11a/b/g/n compatible
Bluetooth 5.0 wireless technology
10/100/1000BASE-T Gigabit Ethernet (RJ-45 connector)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,,,,,iMac,,Desktop,Radeon Pro 555X with 2GB of GDDR5 Graphics,128.0,,"Apple iMac 21.5-inch 4K Retina Display, Core i3, 8GB RAM, Radeon Pro 555X 2GB Graphics (MHK23ZP/A)","140,000",3.6GHz quad-core Intel Core i3 Processor,8GB of 2400MHz DDR4 RAM,256GB SSD,Apple PC,01 Year International Warranty,,,,"21.5-inch (diagonal) Retina 4K display
4096-by-2304 resolution with support for one billion colors
500 nits brightness
Wide color (P3)","Stereo speakers
Microphone
3.5 mm headphone jack",,macOS,,"LAN:
10/100/1000BASE-T Gigabit Ethernet (RJ-45 connector)

Wi-Fi:
802.11ac Wi-Fi wireless networking
IEEE 802.11a/b/g/n compatible

Bluetooth:
Bluetooth 4.2 wireless technology

Connections and Expansion:
SDXC card slot
Four USB-A ports
Two Thunderbolt 3 (USB-C) ports with support for:
    DisplayPort
    Thunderbolt (up to 40Gb/s)
    USB 3.1 Gen 2 (up to 10Gb/s)
    Thunderbolt 2, HDMI, DVI, and VGA supported using adapters (sold separately)
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,,,,iMac,,Desktop,"Apple Integrated 8-core GPU
",129.0,,"Apple iMac 24"" 4K Retina Display M1 8 Core CPU, 8 Core GPU, 256GB SSD, Blue (MGPK3ZP/A) 2021","
180,000
190,000","Apple M1 chip (8 Core CPU and 8 Core GPU) Processor	
",8GB RAM,"256GB SSD
",Apple PC,01 Year International Warranty,,,Magic Keyboard,"24"" 4K Retina Display (4096 x 2304) P3
",,"Two Thunderbolt / USB 4 ports with support for DisplayPort, 
Thunderbolt 3 (up to 40Gb/s), 
USB 4 (up to 40Gb/s), 
USB 3.1 Gen 2 (up to 10Gb/s)",MacOS ,,"802.11ax Wi-Fi 6 wireless networking, 
IEEE 802.11a/b/g/n/ac compatible
Bluetooth 5.0 wireless technology
",,Magic Mouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,,,,iMac,,Desktop,Apple Integrated 8-core GPU,130.0,,"Apple iMac 24"" 4.5K Retina Display M1 8 Core CPU, 7 Core GPU, 16GB, 256GB SSD, Silver (Z13K0000Q) 2021","
182,000
190,000","Apple M1 chip (8-core CPU with 4 performance cores and 4 efficiency cores, 7-core GPU, and 16-core Neural Engine)",16GB RAM,256GB SSD,Apple PC,01 Year International Warranty,,,Magic Keyboard,"24-inch 4.5K Retina display (4480 x 2520 resolution) at 218 pixels per inch with support for 1 billion colors, 500 nits brightness, Wide color (P3), True Tone technology","- High-fidelity six-speaker system with force-cancelling woofers
- Wide stereo soundWide stereo sound
- Support for spatial audio when playing video with Dolby Atmos
- Support for spatial audio when playing music or video with Dolby Atmos
- Studio-quality three-mic iconStudio-quality three-mic array with high signal-to-noise ratio and directional beamforming
- Support for Hey Siri iconSupport for “Hey Siri”","Two Thunderbolt / USB 4 ports with support for:

DisplayPort
Thunderbolt 3 (up to 40Gb/s)
USB 4 (up to 40Gb/s)
USB 3.1 Gen 2 (up to 10Gb/s)
Thunderbolt 2, HDMI, DVI, and VGA supported using adapters (sold separately)",macOS,,"Wi-Fi: 
802.11ax Wi-Fi 6 wireless networking
IEEE 802.11a/b/g/n/ac compatible

Bluetooth:
Bluetooth 5.0 wireless technology",21.5 inches (54.7 cm) x 18.1 inches (46.1 cm) x 5.8 inches (14.7 cm),Magic Mouse,9.83 pounds (4.46 kg),,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,,,iMac,,Desktop,Apple Integrated 8-core GPU,131.0,,"Apple iMac 24"" 4.5K Retina Display M1 8 Core CPU, 7 Core GPU, 16GB, 256GB SSD, Green (Z14L0000Q) 2021","
182,000
190,000","Apple M1 chip (8-core CPU with 4 performance cores and 4 efficiency cores, 7-core GPU, and 16-core Neural Engine)",16GB RAM,256GB SSD,Apple PC,01 Year International Warranty,,,Magic Keyboard,"24-inch 4.5K Retina display (4480 x 2520 resolution) at 218 pixels per inch with support for 1 billion colors, 500 nits brightness, Wide color (P3), True Tone technology","- High-fidelity six-speaker system with force-cancelling woofers
- Wide stereo soundWide stereo sound
- Support for spatial audio when playing video with Dolby Atmos
- Support for spatial audio when playing music or video with Dolby Atmos
- Studio-quality three-mic iconStudio-quality three-mic array with high signal-to-noise ratio and directional beamforming
- Support for Hey Siri iconSupport for “Hey Siri”","Two Thunderbolt / USB 4 ports with support for:

DisplayPort
Thunderbolt 3 (up to 40Gb/s)
USB 4 (up to 40Gb/s)
USB 3.1 Gen 2 (up to 10Gb/s)
Thunderbolt 2, HDMI, DVI, and VGA supported using adapters (sold separately)",macOS,,"Wi-Fi: 
802.11ax Wi-Fi 6 wireless networking
IEEE 802.11a/b/g/n/ac compatible

Bluetooth:
Bluetooth 5.0 wireless technology",21.5 inches (54.7 cm) x 18.1 inches (46.1 cm) x 5.8 inches (14.7 cm),Magic Mouse,9.83 pounds (4.46 kg),,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,,,,iMac,,Desktop,Apple Integrated 8-core GPU,132.0,,"Apple iMac 24"" 4.5K Retina Display M1 8 Core CPU, 7 Core GPU, 16GB, 256GB SSD, Blue (Z14M0000Q) 2021","
182,000
190,000","Apple M1 chip (8-core CPU with 4 performance cores and 4 efficiency cores, 7-core GPU, and 16-core Neural Engine)",16GB RAM,256GB SSD,Apple PC,01 Year International Warranty,,,Magic Keyboard,"24-inch 4.5K Retina display (4480 x 2520 resolution) at 218 pixels per inch with support for 1 billion colors, 500 nits brightness, Wide color (P3), True Tone technology","- High-fidelity six-speaker system with force-cancelling woofers
- Wide stereo soundWide stereo sound
- Support for spatial audio when playing video with Dolby Atmos
- Support for spatial audio when playing music or video with Dolby Atmos
- Studio-quality three-mic iconStudio-quality three-mic array with high signal-to-noise ratio and directional beamforming
- Support for Hey Siri iconSupport for “Hey Siri”","Two Thunderbolt / USB 4 ports with support for:

DisplayPort
Thunderbolt 3 (up to 40Gb/s)
USB 4 (up to 40Gb/s)
USB 3.1 Gen 2 (up to 10Gb/s)
Thunderbolt 2, HDMI, DVI, and VGA supported using adapters (sold separately)",macOS,,"Wi-Fi: 
802.11ax Wi-Fi 6 wireless networking
IEEE 802.11a/b/g/n/ac compatible

Bluetooth:
Bluetooth 5.0 wireless technology",21.5 inches (54.7 cm) x 18.1 inches (46.1 cm) x 5.8 inches (14.7 cm),Magic Mouse,9.83 pounds (4.46 kg),,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,iMac,,Desktop,Apple Integrated 8-core GPU,133.0,,"Apple iMac 24"" 4.5K Retina Display M1 8 Core CPU, 7 Core GPU, 16GB, 256GB SSD, Pink (Z14P000Q) 2021","
182,000
190,000","Apple M1 chip (8-core CPU with 4 performance cores and 4 efficiency cores, 7-core GPU, and 16-core Neural Engine)",16GB RAM,256GB SSD,Apple PC,01 Year International Warranty,,,Magic Keyboard,"24-inch 4.5K Retina display (4480 x 2520 resolution) at 218 pixels per inch with support for 1 billion colors, 500 nits brightness, Wide color (P3), True Tone technology","- High-fidelity six-speaker system with force-cancelling woofers
- Wide stereo soundWide stereo sound
- Support for spatial audio when playing video with Dolby Atmos
- Support for spatial audio when playing music or video with Dolby Atmos
- Studio-quality three-mic iconStudio-quality three-mic array with high signal-to-noise ratio and directional beamforming
- Support for Hey Siri iconSupport for “Hey Siri”","Two Thunderbolt / USB 4 ports with support for:

DisplayPort
Thunderbolt 3 (up to 40Gb/s)
USB 4 (up to 40Gb/s)
USB 3.1 Gen 2 (up to 10Gb/s)
Thunderbolt 2, HDMI, DVI, and VGA supported using adapters (sold separately)",macOS,,"Wi-Fi: 
802.11ax Wi-Fi 6 wireless networking
IEEE 802.11a/b/g/n/ac compatible

Bluetooth:
Bluetooth 5.0 wireless technology",21.5 inches (54.7 cm) x 18.1 inches (46.1 cm) x 5.8 inches (14.7 cm),Magic Mouse,9.83 pounds (4.46 kg),,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,,,,iMac,,Desktop,"Apple Integrated 8-core GPU
",134.0,,"Apple iMac 24"" 4K Retina Display M1 8 Core CPU, 8 Core GPU, 512GB SSD, Silver (MGPD3ZP/A) 2021","194,000","Apple M1 chip (8 Core CPU and 8 Core GPU) Processor	
",8GB RAM,"512GB SSD
",Apple PC,01 Year International Warranty,,,Magic Keyboard,"24"" 4K Retina Display (4096 x 2304) P3
",,"Two Thunderbolt / USB 4 ports with support for DisplayPort, 
Thunderbolt 3 (up to 40Gb/s), 
USB 4 (up to 40Gb/s), 
USB 3.1 Gen 2 (up to 10Gb/s)",MacOS ,,"802.11ax Wi-Fi 6 wireless networking, 
IEEE 802.11a/b/g/n/ac compatible
Bluetooth 5.0 wireless technology
",,Magic Mouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,,,,iMac,,Desktop,"Apple Integrated 8-core GPU
",135.0,,"Apple iMac 24"" 4K Retina Display M1 8 Core CPU, 8 Core GPU, 512GB SSD, Green (MGPJ3ZP/A) 2021","195,000","Apple M1 chip (8 Core CPU and 8 Core GPU) Processor	
",8GB RAM,"512GB SSD
",Apple PC,01 Year International Warranty,,,Magic Keyboard,"24"" 4K Retina Display (4096 x 2304) P3
",,"Two Thunderbolt / USB 4 ports with support for DisplayPort, 
Thunderbolt 3 (up to 40Gb/s), 
USB 4 (up to 40Gb/s), 
USB 3.1 Gen 2 (up to 10Gb/s)",MacOS ,,"802.11ax Wi-Fi 6 wireless networking, 
IEEE 802.11a/b/g/n/ac compatible
Bluetooth 5.0 wireless technology
",,Magic Mouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,,,,iMac,,Desktop,"Apple Integrated 8-core GPU
",136.0,,"Apple iMac 24"" 4K Retina Display M1 8 Core CPU, 8 Core GPU, 512GB SSD, Blue (MGPL3ZP/A) 2021","195,000","Apple M1 chip (8 Core CPU and 8 Core GPU) Processor	
",8GB RAM,"512GB SSD
",Apple PC,01 Year International Warranty,,,Magic Keyboard,"24"" 4K Retina Display (4096 x 2304) P3
",,"Two Thunderbolt / USB 4 ports with support for DisplayPort, 
Thunderbolt 3 (up to 40Gb/s), 
USB 4 (up to 40Gb/s), 
USB 3.1 Gen 2 (up to 10Gb/s)",MacOS ,,"802.11ax Wi-Fi 6 wireless networking, 
IEEE 802.11a/b/g/n/ac compatible
Bluetooth 5.0 wireless technology
",,Magic Mouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,,,,iMac,,Desktop,Apple Integrated 8-core GPU,137.0,,"Apple iMac 24"" 4.5K Retina Display M1 8 Core CPU, 8 Core GPU, 16GB, 256GB SSD, Pink (Z12Y001E1) 2021","
190,000
205,000","Apple M1 chip (8-core CPU with 4 performance cores and 4 efficiency cores, 8-core GPU, 16-core Neural Engine)",16GB RAM,256GB SSD,Apple PC,01 Year International Warranty,,,Magic Keyboard,"24-inch 4.5K Retina display (4480 x 2520 resolution) at 218 pixels per inch with support for 1 billion colors, 500 nits brightness, Wide color (P3), True Tone technology","- High-fidelity six-speaker system with force-cancelling woofers
- Wide stereo soundWide stereo sound
- Support for spatial audio when playing video with Dolby Atmos
- Support for spatial audio when playing music or video with Dolby Atmos
- Studio-quality three-mic iconStudio-quality three-mic array with high signal-to-noise ratio and directional beamforming
- Support for Hey Siri iconSupport for “Hey Siri”","Two Thunderbolt / USB 4 ports with support for:

DisplayPort
Thunderbolt 3 (up to 40Gb/s)
USB 4 (up to 40Gb/s)
USB 3.1 Gen 2 (up to 10Gb/s)
Thunderbolt 2, HDMI, DVI, and VGA supported using adapters (sold separately)",macOS,,"Wi-Fi: 
802.11ax Wi-Fi 6 wireless networking
IEEE 802.11a/b/g/n/ac compatible

Bluetooth:
Bluetooth 5.0 wireless technology",21.5 inches (54.7 cm) x 18.1 inches (46.1 cm) x 5.8 inches (14.7 cm),Magic Mouse,9.83 pounds (4.46 kg),,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,,,,,iMac,,Desktop,Apple Integrated 8-core GPU,138.0,,"Apple iMac 24"" 4.5K Retina Display M1 8 Core CPU, 8 Core GPU, 16GB, 512GB SSD, Blue (Z12X0000H) 2021","230,000","Apple M1 chip (8-core CPU with 4 performance cores and 4 efficiency cores, 8-core GPU, 16-core Neural Engine)",16GB RAM,512GB SSD,Apple PC,01 Year International Warranty,,,Magic Keyboard,"24-inch 4.5K Retina display (4480 x 2520 resolution) at 218 pixels per inch with support for 1 billion colors, 500 nits brightness, Wide color (P3), True Tone technology","- High-fidelity six-speaker system with force-cancelling woofers
- Wide stereo soundWide stereo sound
- Support for spatial audio when playing video with Dolby Atmos
- Support for spatial audio when playing music or video with Dolby Atmos
- Studio-quality three-mic iconStudio-quality three-mic array with high signal-to-noise ratio and directional beamforming
- Support for Hey Siri iconSupport for “Hey Siri”","Two Thunderbolt / USB 4 ports with support for:

DisplayPort
Thunderbolt 3 (up to 40Gb/s)
USB 4 (up to 40Gb/s)
USB 3.1 Gen 2 (up to 10Gb/s)
Thunderbolt 2, HDMI, DVI, and VGA supported using adapters (sold separately)",macOS,,"Wi-Fi: 
802.11ax Wi-Fi 6 wireless networking
IEEE 802.11a/b/g/n/ac compatible

Bluetooth:
Bluetooth 5.0 wireless technology",21.5 inches (54.7 cm) x 18.1 inches (46.1 cm) x 5.8 inches (14.7 cm),Magic Mouse,9.83 pounds (4.46 kg),,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,,,,,iMac,,Desktop,Apple Integrated 8-core GPU,139.0,,"Apple iMac 24"" 4.5K Retina Display M1 8 Core CPU, 8 Core GPU, 16GB, 512GB SSD, Silver (Z12R0000H) 2021","230,000","Apple M1 chip (8-core CPU with 4 performance cores and 4 efficiency cores, 8-core GPU, 16-core Neural Engine)",16GB RAM,512GB SSD,Apple PC,01 Year International Warranty,,,Magic Keyboard,"24-inch 4.5K Retina display (4480 x 2520 resolution) at 218 pixels per inch with support for 1 billion colors, 500 nits brightness, Wide color (P3), True Tone technology","- High-fidelity six-speaker system with force-cancelling woofers
- Wide stereo soundWide stereo sound
- Support for spatial audio when playing video with Dolby Atmos
- Support for spatial audio when playing music or video with Dolby Atmos
- Studio-quality three-mic iconStudio-quality three-mic array with high signal-to-noise ratio and directional beamforming
- Support for Hey Siri iconSupport for “Hey Siri”","Two Thunderbolt / USB 4 ports with support for:

DisplayPort
Thunderbolt 3 (up to 40Gb/s)
USB 4 (up to 40Gb/s)
USB 3.1 Gen 2 (up to 10Gb/s)
Thunderbolt 2, HDMI, DVI, and VGA supported using adapters (sold separately)",macOS,,"Wi-Fi: 
802.11ax Wi-Fi 6 wireless networking
IEEE 802.11a/b/g/n/ac compatible

Bluetooth:
Bluetooth 5.0 wireless technology",21.5 inches (54.7 cm) x 18.1 inches (46.1 cm) x 5.8 inches (14.7 cm),Magic Mouse,9.83 pounds (4.46 kg),,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,,,,,iMac,,Desktop,"Apple Integrated 8-core GPU
",140.0,,"Apple iMac 24"" 4K Retina Display M1 8 Core CPU, 8 Core GPU, 256GB SSD, Silver (MGPC3ZP/A) 2021",0,"Apple M1 chip (8 Core CPU and 8 Core GPU) Processor	
",8GB RAM,"256GB SSD
",Apple PC,01 Year International Warranty,,,Magic Keyboard,"24"" 4K Retina Display (4096 x 2304) P3
",,"Two Thunderbolt / USB 4 ports with support for DisplayPort, 
Thunderbolt 3 (up to 40Gb/s), 
USB 4 (up to 40Gb/s), 
USB 3.1 Gen 2 (up to 10Gb/s)",MacOS ,,"802.11ax Wi-Fi 6 wireless networking, 
IEEE 802.11a/b/g/n/ac compatible
Bluetooth 5.0 wireless technology
",,Magic Mouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,,,,iMac,,Desktop,Radeon Pro 5500 XT with 8GB of GDDR6 Graphics,141.0,,"Apple iMac 27"" 5K Retina Display, Core i7 10th Gen, 512GB SSD, Radeon Pro 5500 XT 8GB Graphics (MXWV2ZP/A)","266,000",Intel Core i7 10th Gen Processor (3.8GHz up to 5.0GHz),8GB 2666MHz DDR4 RAM,512GB SSD,Apple PC,01 Year International Warranty,,,,"Retina 5K 5120x2880 P3 Display
","Stereo speakers
Studio-quality three-mic array with high signal-to-noise ratio and directional beamforming
3.5 mm headphone jack
Support for “Hey Siri”",,,,"LAN:
10/100/1000BASE-T Gigabit Ethernet (RJ-45 connector)

Wi-Fi:
802.11ac Wi-Fi wireless networking
IEEE 802.11a/b/g/n compatible

Bluetooth:
Bluetooth 5.0 wireless technology

Connections and Expansion:
SDXC card slot (UHS-II)

Four USB-A ports

Two Thunderbolt 3 (USB-C) ports with support for:

    DisplayPort
    Thunderbolt (up to 40Gb/s)
    USB 3.1 Gen 2 (up to 10Gb/s)
    Thunderbolt 2, HDMI, DVI, and VGA supported using adapters (sold separately)

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,,,,,iMac,,Desktop,Intel Iris Plus Graphics 640,142.0,,"Apple iMac 21.5-inch Full HD Display, Core i5 7th Gen, 8GB RAM, 256GB SSD (MHK03ZP/A)","140,000",Intel Core i5 7th Gen Processor (2.3GHz up to 3.6GHz),8GB of 2666MHz DDR4 RAM,256GB SSD,Apple PC,1 Year International Warranty,,,,"21.5-inch (diagonal) LED-backlit display
1920‑by‑1080 resolution with support for millions of colors","Stereo speakers
Microphone
3.5 mm headphone jack",,macOS,,"LAN: 
10/100/1000BASE-T Gigabit Ethernet (RJ-45 connector)

Wi-Fi:
802.11ac Wi-Fi wireless networking
IEEE 802.11a/b/g/n compatible

Bluetooth:
Bluetooth 4.2 wireless technology

Connections and Expansion:
SDXC card slot

Four USB-A ports

Two Thunderbolt 3 (USB-C) ports with support for:

    DisplayPort
    Thunderbolt (up to 40Gb/s)
    USB 3.1 Gen 2 (up to 10Gb/s)
    Thunderbolt 2, HDMI, DVI, and VGA supported using adapters (sold separately)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,,,,iMac,,Desktop,"Apple Integrated 7-core GPU
",143.0,,"Apple iMac 24"" 4K Retina Display M1 8 Core CPU, 7 Core GPU, 256GB SSD, Silver (MGTF3ZP/A) 2021","145,000","Apple M1 chip (8 Core CPU and 7 Core GPU) Processor	
",8GB RAM,"256GB SSD
",Apple PC,01 Year International Warranty,,,Magic Keyboard,"24"" 4K Retina Display (4096 x 2304) P3
",,"Two Thunderbolt / USB 4 ports with support for DisplayPort, 
Thunderbolt 3 (up to 40Gb/s), 
USB 4 (up to 40Gb/s), 
USB 3.1 Gen 2 (up to 10Gb/s)",MacOS ,,"802.11ax Wi-Fi 6 wireless networking, 
IEEE 802.11a/b/g/n/ac compatible
Bluetooth 5.0 wireless technology
",,Magic Mouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,iMac,,Desktop,"Apple Integrated 7-core GPU
",144.0,,"Apple iMac 24"" 4K Retina Display M1 8 Core CPU, 7 Core GPU, 256GB SSD, Green (MJV83ZP/A) 2021","145,000","Apple M1 chip (8 Core CPU and 7 Core GPU) Processor	
",8GB RAM,"256GB SSD
",Apple PC,01 Year International Warranty,,,Magic Keyboard,"24"" 4K Retina Display (4096 x 2304) P3
",,"Two Thunderbolt / USB 4 ports with support for DisplayPort, 
Thunderbolt 3 (up to 40Gb/s), 
USB 4 (up to 40Gb/s), 
USB 3.1 Gen 2 (up to 10Gb/s)",MacOS ,,"802.11ax Wi-Fi 6 wireless networking, 
IEEE 802.11a/b/g/n/ac compatible
Bluetooth 5.0 wireless technology
",,Magic Mouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,,,,iMac,,Desktop,"Apple Integrated 7-core GPU
",145.0,,"Apple iMac 24"" 4K Retina Display M1 8 Core CPU, 7 Core GPU, 256GB SSD, Blue (MJV93ZP/A) 2021","145,000","Apple M1 chip (8 Core CPU and 7 Core GPU) Processor	
",8GB RAM,"256GB SSD
",Apple PC,01 Year International Warranty,,,Magic Keyboard,"24"" 4K Retina Display (4096 x 2304) P3
",,"Two Thunderbolt / USB 4 ports with support for DisplayPort, 
Thunderbolt 3 (up to 40Gb/s), 
USB 4 (up to 40Gb/s), 
USB 3.1 Gen 2 (up to 10Gb/s)",MacOS ,,"802.11ax Wi-Fi 6 wireless networking, 
IEEE 802.11a/b/g/n/ac compatible
Bluetooth 5.0 wireless technology
",,Magic Mouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,,,,iMac,,Desktop,Radeon Pro 560X with 4GB of GDDR5 Graphics,146.0,,"Apple iMac 21.5-inch 4K Retina Display, Core i5 8th Gen, 8GB RAM, Radeon Pro 560X 4GB Graphics (MHK33ZP/A)","165,000",Intel Core i5 8th Gen Processor (3.0GHz up to 4.1GHz),8GB 2666MHz DDR4 RAM,256GB SSD,Apple PC,01 Year International Warranty,,,,"21.5-inch (diagonal) Retina 4K display
4096-by-2304 resolution with support for one billion colors
500 nits brightness
Wide color (P3)","Stereo speakers
Microphone
3.5 mm headphone jack",,macOS,,"LAN:
10/100/1000BASE-T Gigabit Ethernet (RJ-45 connector)

Wi-Fi:
802.11ac Wi-Fi wireless networking
IEEE 802.11a/b/g/n compatible

Bluetooth:
Bluetooth 4.2 wireless technology

Connections and Expansion:
SDXC card slot
Four USB-A ports
Two Thunderbolt 3 (USB-C) ports with support for:
    DisplayPort
    Thunderbolt (up to 40Gb/s)
    USB 3.1 Gen 2 (up to 10Gb/s)
    Thunderbolt 2, HDMI, DVI, and VGA supported using adapters (sold separately)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,,,,iMac,,Desktop,Radeon Pro 5300 with 4GB of GDDR6 Graphics,147.0,,"Apple iMac 27"" 5K Retina Display, Core i5 10th Gen, 8GB RAM, Radeon Pro 5300 4GB Graphics (MXWT2ZP/A)","195,000",Intel Core i5 10th Gen Processor (3.1GHz up to 4.5GHz),8GB 2666MHz DDR4 RAM,256GB SSD,Apple PC,01 Year International Warranty,,,,Retina 5K 5120x2880 P3 display with True Tone,"Stereo speakers
Studio-quality three-mic array with high signal-to-noise ratio and directional beamforming
3.5 mm headphone jack
Support for “Hey Siri”",,macOS,,"LAN: 
10/100/1000BASE-T Gigabit Ethernet (RJ-45 connector)

Wi-Fi:
802.11ac Wi-Fi wireless networking
IEEE 802.11a/b/g/n compatible

Bluetooth:
Bluetooth 5.0 wireless technology

Connections and Expansion:
SDXC card slot (UHS-II)

Four USB-A ports

Two Thunderbolt 3 (USB-C) ports with support for:

    DisplayPort
    Thunderbolt (up to 40Gb/s)
    USB 3.1 Gen 2 (up to 10Gb/s)
    Thunderbolt 2, HDMI, DVI, and VGA supported using adapters (sold separately)
Configurable to 10Gb Ethernet with support for 1Gb, 2.5Gb, 5Gb, and 10Gb Ethernet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,,,iMac,,Desktop,"Apple Integrated 8-core GPU
",148.0,,"Apple iMac 24"" 4K Retina Display M1 8 Core CPU, 8 Core GPU, 256GB SSD, Green (MGPH3ZP/A) 2021","195,000","Apple M1 chip (8 Core CPU and 8 Core GPU) Processor	
",8GB RAM,"256GB SSD
",Apple PC,01 Year International Warranty,,,Magic Keyboard,"24"" 4K Retina Display (4096 x 2304) P3
",,"Two Thunderbolt / USB 4 ports with support for DisplayPort, 
Thunderbolt 3 (up to 40Gb/s), 
USB 4 (up to 40Gb/s), 
USB 3.1 Gen 2 (up to 10Gb/s)",MacOS ,,"802.11ax Wi-Fi 6 wireless networking, 
IEEE 802.11a/b/g/n/ac compatible
Bluetooth 5.0 wireless technology
",,Magic Mouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,,,,iMac,,Desktop,Radeon Pro 5300 with 4GB of GDDR6 Graphics,149.0,,"Apple iMac 27"" 5K Retina Display, Core i5 10th Gen, 512GB SSD, Radeon Pro 5300 4GB Graphics (MXWU2ZP)","238,000","Intel Core i5 10th Gen Processor (3.1GHz, 4.5GHz)",8GB 2666MHz DDR4 RAM,512GB SSD,Apple PC,01 Year International Warranty,,,,Retina 5K 5120x2880 P3 display,"Stereo speakers
Studio-quality three-mic array with high signal-to-noise ratio and directional beamforming
3.5 mm headphone jack
Support for “Hey Siri”",,macOS,,"LAN:
10/100/1000BASE-T Gigabit Ethernet (RJ-45 connector)

Wi-Fi:
802.11ac Wi-Fi wireless networking
IEEE 802.11a/b/g/n compatible

Bluetooth:
Bluetooth 5.0 wireless technology

Connections and Expansion:
SDXC card slot (UHS-II)

Four USB-A ports

Two Thunderbolt 3 (USB-C) ports with support for:

    DisplayPort
    Thunderbolt (up to 40Gb/s)
    USB 3.1 Gen 2 (up to 10Gb/s)
    Thunderbolt 2, HDMI, DVI, and VGA supported using adapters (sold separately)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
