,Unnamed: 0,Adapter,Audio Jack Combo,Battery,Bluetooth,Brand,Card Reader,Category,Color(s),Dimensions (W x D x H),Display,Extra M.2 Slot,Graphics,HDMI,Index,Keyboard,LAN,Manufacturing Warranty,Memory,Name,Operating System,Optical Drive,Price,Processor,Storage,Subcategory,Supported SSD Type,USB (s),WebCam,Weight,Wi-Fi,Audio,Extra RAM Slot,Office,Special Feature,Chipset,Extra HDD Slot,VGA,Body Material
154,,45W Type-C Power Adapter,1x 3.5mm headphone," 4-Cell, 52 WHr Integrated battery",Bluetooth 5.1,Dell,1 x microSD slot,Laptop,Silver,"Height: 14.8mm (0.58"") x Width: 295.7mm (11.64"") x Depth: 198.7mm (7.82"")","13.4"" FHD+  (1920 x 1200) Display",N/A,Intel Iris Xe Graphics,,1155.0,Backlit Keyboard,,02 years International Limited Warranty (1 year for Battery & Adapter),8GB 3733MHz LPDDR4x RAM,"Dell XPS 13 9310 Core i5 11th Gen 512GB SSD 13.4"" Full HD Laptop",Windows 11 Home,,"168,000","Intel Core i5-1155G7 Processor (8M Cache, 2.50 GHz up to 4.50 GHz)",512GB M.2 PCIe NVMe SSD,Ultrabook,M.2 PCIe NVMe,"2 x USB Type-C that support Thunderbolt 4 (DisplayPort and Power Delivery, at 4X)",HD 720P (top bezel) Webcam ,1.2kg (2.64lbs.),Killer Wi-Fi 6 AX1650 (2 x 2),2x 2.5W (4W peak) stereo,N/A,,,,,,
155,,60 W,1 x 3.5mm headphone jack,,Bluetooth Wireless 5.1 technology,Mi,,Laptop,Graphite,11.3” x 8.2” x 0.37” (287 mm x 208 mm x 9.3 mm),"Screen: 13” PixelSense Flow Display
Resolution: 2880 x 1920 (267 PPI)
Up to 120Hz Refresh Rate (60Hz default)
Aspect ratio: 3:2
Touch: 10 point multi-touch
GPU Ink Acceleration
Dolby Vision support",,Intel Iris Xe Graphics,,1156.0,Not Included,,01 year Warranty,16GB LPDDR4x RAM,"Microsoft Surface Pro 8 Core i7 11th Gen 256GB SSD 13"" MultiTouch 2-in-1 Detachable Laptop (8PV-00017)",Windows 11 Home,,"170,000"," Intel Core i7-1185G7 (12M Cache, 3.00 GHz up to 4.80 GHz)",256GB NVMe PCIe SSD,Ultrabook,,2 x USB-C with USB 4.0/Thunderbolt 4,"5.0MP front-facing camera with 1080p full HD video
10.0MP rear-facing autofocus camera with 1080p HD and 4k video",1.96 lb (891 g),Wi-Fi 6: 802.11ax compatible,2 x 2W,,,"Security Chip TPM
Facial Recognition
Sensors: (Accelerometer, Ambient Light Sensor, Gyroscope), Camera System: (Front 5 MP Sensor, Rear 10 MP Sensor), Video Recording: (Front 1080p, Rear UHD 4K),",,,,
156,,,3.5 mm headphone jack,Capacity	47.4 Wh,Bluetooth Wireless 5.0 technology,Mi,,Laptop,Black,12.1” x 8.8” x 0.57” (308 mm x 223 mm x 14.5 mm),"Screen: 13.5” PixelSense Display
Resolution: 2256 x 1504 (201 PPI)
Aspect ratio: 3:2
Surface Pen enabled
Touch: 10 point multi-touch",,Integrated Intel Iris Xe Graphics,,1157.0,"Notebook Keyboard with Touchpad
Activation: Moving keys
Layout: QWERTY, full row of function keys (F1 – F12)
",,1-year warranty,16GB LPDDR4x RAM,"Microsoft Surface Laptop 4 Core i7 11th Gen 16GB RAM 512GB SSD 13.5"" Multi Touch Display Laptop (SIM-00001)",Windows 10 Home,No,"185,000","Intel Core i7-1185G7 Processor (12M Cache, 3.00 GHz up to 4.80 GHz, with IPU)",512GB SSD,Ultrabook,,"1 x USB-C
1 x USB-A","Windows Hello face authentication camera (front-facing)
720p HD f2.0 camera (front-facing)","2.79 lbs (1,265 g)",Wi-Fi 6: 802.11ax compatible,"Dual far-field Studio Mics
Omnisonic Speakers with Dolby Atmos",,,Ambient light sensor,,,,Alcantara material palm rest
157,,60 W,1 x 3.5mm headphone jack,,Bluetooth Wireless 5.1 technology,Mi,,Laptop,Platinum,11.3” x 8.2” x 0.37” (287 mm x 208 mm x 9.3 mm),"Screen: 13” PixelSense Flow Display
Resolution: 2880 x 1920 (267 PPI)
Up to 120Hz Refresh Rate (60Hz default)
Aspect ratio: 3:2
Touch: 10 point multi-touch
GPU Ink Acceleration
Dolby Vision support",,Intel Iris Xe Graphics,,1158.0,,,01 year Warranty,16GB LPDDR4x RAM,"Microsoft Surface Pro 8 Core i7 11th Gen 512GB SSD 13"" MultiTouch 2-in-1 Detachable Laptop (8PX-00001)",Windows 11 Home,,"187,000"," Intel Core i7-1185G7 (12M Cache, 3.00 GHz up to 4.80 GHz)",512GB NVMe PCIe SSD,Ultrabook,,2 x USB-C with USB 4.0/Thunderbolt 4,"5.0MP front-facing camera with 1080p full HD video
10.0MP rear-facing autofocus camera with 1080p HD and 4k video",1.96 lb (891 g),Wi-Fi 6: 802.11ax compatible,2 x 2W,,,"Security Chip TPM
Facial Recognition
Sensors: (Accelerometer, Ambient Light Sensor, Gyroscope), Camera System: (Front 5 MP Sensor, Rear 10 MP Sensor), Video Recording: (Front 1080p, Rear UHD 4K),",,,,
158,,,1x Headphone-out/Mic-in Combo,68 Wh,Bluetooth v5.1,Samsung,"MicroSD Card Reader, up to 2TB for SD",Laptop,"Mystic Navy
Mystic Bronze","13.97 x 8.98 x 0.47""","15.6"" FHD Super AMOLED touch display
",,Intel Iris Xe Graphics,,1159.0,,,1 year,16GB RAM,"Samsung Galaxy Book Pro 360 Core i7 11th Gen 2-in-1 1TB SSD 15.6"" FHD Touch Laptop",Windows 10 Home,,"190,000","Intel Core i7-1165G7 Processor (12M Cache, 2.80 GHz up to 4.70 GHz)",1TB SSD,Ultrabook,,"1x Thunderbolt 4
2x USB Type-C",720p HD,3.06 lb,"Wi-Fi 6E (Gig+), 802.11 ax","AKG Stereo Speakers
SmartAmp
(1.5W x 2 )
Realtek High Definition Audio",,,Fingerprint Reader,,,,
159,,65W power adapter,,55 WHr,Bluetooth 5.1,Razer,MicroSD Slot x 1,Laptop,Mercury,15.15 mm x 198.50 mm x 295.60 mm,"13.4""  (1920 x 1200) Full HD Matte 60Hz Slim side bezel Touch display with Up to 178° wide viewing angles",,Intel Iris Xe Graphics,HDMI 2.0 x 1,1160.0,"Per-Key RGB, powered by Razer Chroma
Anti-Ghosting",,1 Year,16GB dual-channel (fixed),"Razer Book 13 Core i7 11th Gen 512GB SSD 13.4"" FHD Touch Laptop",Windows 10 Home,,"195,000","Intel Core i7-1165G7 Quad-Core Processor (12MB Cache, 2.80GHz up to 4.70GHz)
",512GB PCIe SSD,Ultrabook,,"USB 3.1 Gen 1 (USB-A) x 1
Thunderbolt 4 (USB-C) + Power x 2",Windows Hello built-in IR HD webcam (1MP / 720P),1.40 Kg,Intel Wireless-AX 201 (IEEE 802.11a/b/g/n/ac/ax),"3.5mm Combo-Jack
2 Speakers + Smart Amp
THX Spatial Audio
4 Mic Array",,,"Intel Platform Trust Technology (Intel PTT) security embedded, TPM 2.0
",,,,
160,,45W Type-C Power Adapter,1x 3.5mm headphone," 4-Cell, 52 WHr Integrated battery",Bluetooth 5.1,Dell,1 x microSD slot,Laptop,Silver,"Height: 14.8mm (0.58"") x Width: 295.7mm (11.64"") x Depth: 198.7mm (7.82"")","13.4"" UHD+ (3840 x 2400) Infin ityEdge Touch Anti-Reflective 500-Nit Display ",N/A,Intel Iris Xe Graphics,,1161.0,Backlit Keyboard,,02 years International Limited Warranty (1 year for Battery & Adapter),16GB 4267MHz LPDDR4x RAM,"Dell XPS 13 9310 Core i7 11th Gen 512GB SSD 13.4"" UHD+ Touch Laptop",Windows 11 Home,,"202,650"," Intel Core i7-1195G7 Processor (12M Cache, 2.90 GHz up to 5.00 GHz)",512GB M.2 PCIe NVMe SSD,Ultrabook,M.2 PCIe NVMe,"2 x USB Type-C that support Thunderbolt 4 (DisplayPort and Power Delivery, at 4X)",HD 720P (top bezel) Webcam ,1.2kg (2.64lbs.),Killer Wi-Fi 6 AX1650 (2 x 2),2x 2.5W (4W peak) stereo,N/A,,,,,,
161,,Dell Adapter USB-C to USB-A 3.0,1x Headset (headphone and microphone combo) port," 4-Cell, 52 WHr Integrated battery",Bluetooth 5.1,Dell,1 x microSD slot,Laptop,Silver,"Height : 15.8 mm (0.62"")
Width: 302 mm (11.9"")
Depth: 199 mm (7.8"")","13.3"" 4K Ultra HD (3840 x 2160) InfinityEdge Touch Display",N/A,Intel Iris Xe Graphics,,1162.0,Backlit Keyboard,,02 years International Limited Warranty (1 year for Battery & Adapter),"16GB LPDDR4x, 4267 MHz RAM, integrated, dual-channel","Dell XPS 13 9305 Core i7 11th Gen 13.3"" 4K UHD Touch Laptop",Windows 10 Home,,"205,500",Intel Core i7-1165G7 11th gen 2.8GHz upto 4.7GHz 12MB/16GB DDR4-4267MHz on board),512GB CL35 M.2 SSD,Ultrabook,M.2 PCIe NVMe,"2 Thunderbolt 4 ports with Power Delivery/DisplayPort
1 USB 3.2 Gen 2 Type-C port with Power Delivery/DisplayPort","2.25mm 720p at 30 fps HD, digital array microphones",1.23 kg (2.7 lb),Killer Wi-Fi 6 AX1650 (2 x 2),Stereo speakers professionally tuned with Waves MaxxAudio Pro; 2W x 2 = 4W total,N/A,,,,,,
162,,60 W,1 x 3.5mm headphone jack,,Bluetooth Wireless 5.1 technology,Mi,,Laptop,Platinum,11.3” x 8.2” x 0.37” (287 mm x 208 mm x 9.3 mm),"Screen: 13” PixelSense Flow Display
Resolution: 2880 x 1920 (267 PPI)
Up to 120Hz Refresh Rate (60Hz default)
Aspect ratio: 3:2
Touch: 10 point multi-touch
GPU Ink Acceleration
Dolby Vision support",,Intel Iris Xe Graphics,,1163.0,,,01 year Warranty,16GB LPDDR4x RAM,"Microsoft Surface Pro 8 Core i7 11th Gen 1TB SSD 13"" MultiTouch 2-in-1 Detachable Laptop (EEB-00001)",Windows 11 Home,,"214,000"," Intel Core i7-1185G7 (12M Cache, 3.00 GHz up to 4.80 GHz)",1TB NVMe PCIe SSD,Ultrabook,,2 x USB-C with USB 4.0/Thunderbolt 4,"5.0MP front-facing camera with 1080p full HD video
10.0MP rear-facing autofocus camera with 1080p HD and 4k video",1.96 lb (891 g),Wi-Fi 6: 802.11ax compatible,2 x 2W,,,"Security Chip TPM
Facial Recognition
Sensors: (Accelerometer, Ambient Light Sensor, Gyroscope), Camera System: (Front 5 MP Sensor, Rear 10 MP Sensor), Video Recording: (Front 1080p, Rear UHD 4K),",,,,
163,,,1x 3.5mm headphone/microphone combo jack,"6-Cell Battery, 86WHr (Integrated)",Bluetooth 5.0,Dell,1 x microSD slot,Laptop,,"Height: 18 mm
Width: 344.72 mm
Depth: 230 mm","15.6"" OLED 3.5K (3456x2160) InfinityEdge Touch Anti-Reflective 400-Nit Display",N/A,NVIDIA GeForce RTX 3050 Ti 4GB Graphics,HDMI v2.0 adapter ships standard,1164.0,Black Backlit Keyboard (US-International) with Finger Print Reader,,02 years International Limited Warranty (1 year for Battery & Adapter),16GB LPDDR4 3200MHz RAM,"Dell XPS 15 9510 Core i7 11th Gen RTX 3050 Ti 4GB Graphics 15.6"" 3.5K OLED Touch Laptop",Windows 10 Home,,"275,100","Intel Core i7-11800H Processor (24M Cache, 2.30 GHz up to 4.60 GHz)",1TB M.2 PCIe NVMe Solid State Drive,Ultrabook,M.2 PCIe NVMe,"2x Thunderbolt 3 with power delivery & DisplayPort 
1x USB-C 3.1 with power delivery & DisplayPort
1x USB-C to USB-A v3.0",720p at 30 fps HD camera,2.53 kg,Killer Wi-Fi 6 AX1650 (2×2) ,Stereo speakers professionally tuned with Waves MaxxAudio Pro,,,,,,,
164,,,1x 3.5mm headphone/microphone combo jack,"6-Cell Battery, 86WHr (Integrated)",Bluetooth 5.0,Dell,1 x microSD slot,Laptop,,"Height: 18 mm
Width: 344.72 mm
Depth: 230 mm","15.6"" FHD+ (1920 x 1200) InfinityEdge Non-Touch Anti-Glare 500-Nit Display",N/A,NVIDIA GeForce RTX 3050 Ti 4GB Graphics,HDMI v2.0 adapter ships standard,1165.0,Black Backlit Keyboard (US-International) with Finger Print Reader,,02 years International Limited Warranty (1 year for Battery & Adapter),16GB LPDDR4 3200MHz RAM,"Dell XPS 15 9510 Core i7 11th Gen RTX 3050 Ti 4GB Graphics 15.6"" FHD Laptop",Windows 10 Home,,,"Intel Core i7-11800H Processor (24M Cache, 2.30 GHz up to 4.60 GHz)",1TB M.2 PCIe NVMe Solid State Drive,Ultrabook,M.2 PCIe NVMe,"2x Thunderbolt 3 with power delivery & DisplayPort 1x USB-C 3.1 with power delivery & DisplayPort
1x USB-C to USB-A v3.0",720p at 30 fps HD camera,2.53 kg,Killer Wi-Fi 6 AX1650 (2×2) ,Stereo speakers professionally tuned with Waves MaxxAudio Pro,,,,,,,
165,,65 W AC power adapter,1 x headphone/microphone combo,"3-cell, 51 Wh Li-ion polymer",Bluetooth 5.2,HP,"1 x microSD media card reader
",Laptop,Black,30.65 x 19.46 x 1.64 cm,"13.3"" diagonal, FHD (1920 x 1080), multitouch-enabled, IPS, edge-to-edge glass, micro-edge, BrightView, Corning Gorilla Glass NBT, 1000 nits, 72% NTSC, HP Sure View integrated privacy screen",,"AMD Radeon Graphics
",,1166.0,,,2 years warranty (Battery and Adapter 1 year of warranty).,16 GB DDR4-3200 MHz RAM (onboard),"HP ENVY x360 Convert 13-ay1123AU Ryzen 7 5800U 13.3"" FHD Touch Laptop",Windows 10 Home,,,"AMD Ryzen 7 5800U (16 MB L3 cache, 1.9GHz up to 4.4GHz)",512 GB PCIe NVMe M.2 SSD,Ultrabook,,"1x SuperSpeed USB Type-C 10Gbps signaling rate (USB Power Delivery, DisplayPort 1.4, HP Sleep and Charge)
1x SuperSpeed USB Type-A 5Gbps signaling rate (HP Sleep and Charge)
1x SuperSpeed USB Type-A 5Gbps signaling rate",HP Wide Vision 720p HD camera with camera shutter and integrated dual array digital microphones,1.3 kg,Realtek Wi-Fi 6 (2x2),Audio by Bang & Olufsen; Dual speakers; HP Audio Boost,,,,AMD Integrated SoC,,,
166,,,1x Mic-in/Headphone-out Combo,4 cell (70Whr) Li-Polymer battery,Bluetooth 5.2,MSI,1 x Memory Card Reader	,Laptop,Black,11.82 x 8.75 x 0.59 (L x W x H),"13.4″ 16:10 FHD (1920×1200), 120Hz 100% sRGB, IPS-Level pen touch display
",,"Intel Iris Xe Graphics
",1 x Standard HDMI 2.0,1167.0,White Backlight (83 Key) Keyboard,,01-year warranty,32GB LPDDR4 Onboard RAM,"MSI Summit E13 Flip Core i7 11th Gen 1TB SSD 13.4"" FHD Touch Laptop with Active Pen",Windows 10 Home,,,"Intel Core i7-1185G7 Processor (12M Cache, 3.00 GHz up to 4.80 GHz)",1TB NVMe PCIe SSD,Ultrabook,,"2x Thunderbolt 4 (Support Power Delivery, DP 1.4a, USB 4.0)
1x USB 3.2 Type C (Gen 1) 1x USB 3.2 (Gen 2),",IR HD Type [30fps/720p] w/ Ambient Light Sensor & Noiseless Cam + Camera Lock Shutter,"2.98 lbs
",Intel Wi-Fi 6E AX201,"Nahimic Sound, Speakers 2W x2",,,"Pen Included
",,,,
167,,,"1 x 1/8"" / 3.5 mm Headphone/Microphone Input/Output","Lithium-Ion Polymer (LiPo), 3-Cell: 52 Wh, 27 Hours",5.1,Dell,,Laptop,Silver,"12.59 x 7.87 x 0.59"" / 319.77 x 199.9 x 14.89 mm","14"" FHD (1920 x 1080),Aspect Ratio	16:9,  Maximum Brightness 300 cd/m2, Color Gamut 72% NTSC, Refresh Rate	60 Hz, Contrast Ratio 1000:1, Response Time 35 ms, Viewing Angle (H x V) 80 x 80°Display",,Intel UHD Graphics 620,1 x HDMI 2.0,1168.0,Notebook Keyboard with Backlit,,03 years warranty (Battery & Adapter 1 Year),16GB 2133MHz LPDDR3 RAM,"Dell Latitude 9410 2-in-1 Core i7 10th Gen 14""FHD Multi-Touch Laptop",Windows 10,N/A,,"Intel Core i7-10610U Processor (8M Cache, 1.80 GHz up to 4.90 GHz)",512GB GB M.2 NVMe PCIe SSD,Ultrabook,,"2 x USB Type-A (USB 3.1 / USB 3.2 Gen 1)
USB Type-C Ports:
1 x USB 3.1 / USB 3.2 Gen 2 (Supports Power Delivery)
1 x USB 3.1 / USB 3.2 Gen 2",User-Facing: 720p,3 lb / 1.36 kg,"Wi-Fi 6 (802.11ax); Dual-Band (2.4 & 5 GHz)
","1 x 1/8"" / 3.5 mm Headphone/Microphone Input/Output",,,,,,,
168,,Yes,"1 x audio port
","3-Cell Battery, 40WHr (Integrated)
",Yes,Dell,"1 x Micro SD Card Reader
",Laptop,"Platinum Silver
Pink ","Width: 305.96 mm x Depth: 203.40 mm x Height : 15.85 mm (0.62"") ",13.3-inch FHD (1920 x 1080) Anti-Glare Non-Touch Narrow Border 300nits 95% sRGB WVA Display,N/A,"NVIDIA GeForce MX350 with 2GB GDDR5 graphics memory
",1 x HDMI 1.4,1169.0,Backlit Keyboard,,"02 Years Warranty (Battery & Adapter)
","8GB onboard LPDDR4 3200MHz RAM
","Dell Inspiron 13 5301 Core i5 11th Gen MX350 2GB Graphics 13.3"" FHD Laptop",Windows 10 Home ,N/A,,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)
","512GB M.2 PCIe NVMe SSD
",Ultrabook, M.2 PCIe NVMe ,"2 x USB 3.2 Gen 1 (Type-A) port
1 x USB 3.2 Gen 1 (Type-C) with DisplayPort 1.2 port","HD RGB camera with dual-array microphones
","Starting weight: 1.08 kg (2.38 lb)
Maximum weight: 1.23 kg (2.71 lb)",802.11ac 2x2 WiFi,2 W stereo speakers,,,Finger Print Reader,,,,
169,,Yes,"1 x audio port
","3-Cell Battery, 40WHr (Integrated)
",Yes,Dell,"1 x Micro SD Card Reader
",Laptop,Platinum Silver,"Width: 305.96 mm x Depth: 203.40 mm x Height : 15.85 mm (0.62"") ",13.3-inch FHD (1920 x 1080) Anti-Glare Non-Touch Narrow Border 300nits 95% sRGB WVA Display,N/A,"NVIDIA GeForce MX350 with 2GB GDDR5 graphics memory
",1 x HDMI 1.4,1170.0,Backlit Keyboard,,"02 Years Warranty (Battery & Adapter)
","8GB onboard LPDDR4 3200MHz RAM
","Dell Inspiron 13 5301 Core i7 11th Gen MX350 2GB Graphics 13.3"" FHD Laptop",Windows 10 Home ,N/A,,"Intel Core i7-1165G7 Processor (12M Cache, 2.80 GHz up to 4.70 GHz, with IPU)
","512GB M.2 PCIe NVMe SSD
",Ultrabook,M.2 PCIe NVMe,"2 x USB 3.2 Gen 1 (Type-A) port
1 x USB 3.2 Gen 1 (Type-C) with DisplayPort 1.2 port","HD RGB camera with dual-array microphones
","Starting weight: 1.08 kg (2.38 lb)
Maximum weight: 1.23 kg (2.71 lb)",802.11ac 2x2 WiFi,2 W stereo speakers,,,Finger Print Reader,,,,
170,,,1x Universal audio jack,"52 WHr Polymer, ExpressCharge capable",Bluetooth 5.1,Dell,1x uSD 4.0 card slot,Laptop,Silver,3.99 X 340.20 X 215.80 mm,"15.0"" FHD 16:9 (1920x1080) Touch Display",,Intel UHD Graphics,1x HDMI 2.0 port,1171.0,"Single Pointing Backlit Keyboard, English",,3 Years,16 GB 2133 MHz RAM,"Dell Latitude 9510 2-in-1 Core i7 10th Gen 15"" FHD Touch Laptop with Windows 10 Pro",Windows 10 Pro,,,"Intel Core I7 10810U Processor (12MB Cache, 1.1GHz up to 4.9GHz)",512GB PCIe M.2 SSD,Ultrabook,,"1x USB 3.2 Gen 1 Type-A port with PowerShare
2x USB 3.2 Gen 2 Type-C ports with Thunderbolt 3/Power Delivery/DisplayPort",IR Camera (User-Facing fixed focus),1.50 kg,Intel Wi-Fi 6 AX201 2x2 802.11ax 160MHz,"2 Top firing premium speakers with Waves MaxxAudio, Smart Amp
4 Noise cancelling microphones",,,,,,,
171,,"45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal",1x 3.5mm Combo Audio Jack,"42WHrs, 3S1P, 3-cell Li-ion",Bluetooth 5.1,Asus,Micro SD card reader + SIM card slot,Laptop,Dark Grey,"29.46 x 20.49 x 1.99 ~ 2.00 cm (11.60"" x 8.07"" x 0.78"" ~ 0.79"")","Touch screen, 11.6-inch, LCD, HD (1366 x 768) 16:9, Wide view, Glossy display, LED Backlit, 250nits, NTSC: 50%, Screen-to-body ratio:63 ％",,Intel UHD Graphics ,1x HDMI 1.4,1172.0,"Chiclet Keyboard
1.35mm Key-travel
Spill-resistant Keyboard",1x RJ45 Gigabit Ethernet,03 Years International Limited Warranty (Battery & Adapter),"4GB 2933MHz RAM
","Asus ExpertBook BR1100FK Celeron N4500 11.6"" HD Touch Laptop",Free DOS,N/A,,"Intel Celeron N4500 Processor (4M Cache, 1.10 GHz up to 2.80 GHz)",128GB eMMC Storage,Ultrabook,,"1x USB 2.0 Type-A
1x USB 3.2 Gen 1 Type-A
1x USB 3.2 Gen 2 Type-C support power delivery","720p HD camera
With privacy shutter
13.0M camera",1.40 kg (3.09 lbs),Wi-Fi 5(802.11ac),"SonicMaster
Built-in speaker
Built-in array microphone
with Cortana support",,,,,,,
172,,65 W USB Type-C power adapter,1x headphone/microphone combo,"4-cell, 66 Wh Li-ion polymer",Bluetooth 5,HP,1x microSD media card reader,Laptop,,29.83 x 22.01 x 1.69 cm,"13.5"" diagonal, WUXGA+ (1920 x 1280), multitouch-enabled, IPS, edge-to-edge glass, micro-edge, anti-reflection Corning Gorilla Glass NBT, 400 nits, 100% sRGB",,Intel Iris Xᵉ Graphics,,1173.0,,,01 year International Limited Warranty (Terms & condition Apply As Per HP),16 GB LPDDR4x-4266 MHz RAM (onboard),"HP Spectre x360 Convertible 14-ea1590TU Core i7 11th Gen 13.5"" Touch Laptop",Windows 11 Home,,,"Intel Core i7-1195G7 Processor (12M Cache, 2.90 GHz up to 5.00 GHz)
",1 TB PCIe NVMe TLC M.2 SSD,Ultrabook,,"2x Thunderbolt 4 with USB4 Type-C 40Gbps signaling rate (USB Power Delivery, DisplayPort 1.4, HP Sleep and Charge); 
1x SuperSpeed USB Type-A 10Gbps signaling rate (HP Sleep and Charge)",HP True Vision 720p HD IR camera with camera shutter and integrated dual array digital microphones,1.34 kg,Intel Wi-Fi 6 AX201 (2x2),Audio by Bang & Olufsen; Quad speakers; HP Audio Boost,,,,Intel Integrated SoC,,,
173,,65 W AC power adapter,2.0 headphone/microphone combo,"3-cell, 41 Wh Li-ion Battery",Bluetooth 5,HP,,Laptop,Golden, 30.9 x 20.5 x 1.77 cm,"13.3"" FHD backlit (1920 x 1080) Display",,Intel Iris Graphics,HDMI x 1,1174.0,Backlit Keyboard,,02 years International Limited Warranty (Terms & condition Apply As Per HP),8GB DDR4 Ram,"HP Pavilion 13-bb0071TU  Core i5 11th Gen 13.3"" FHD Laptop",Windows 10 Home,,,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)",512GB SSD,Ultrabook,,SuperSpeed USB Type-C 2 SuperSpeed USB Type-A 5Gbps,HP True Vision 720p HD camera with integrated dual array digital microphones,1.24kg,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi, 2.0 headphone/microphone combo,,"Microsoft Office Home & Student
",,,,,
174,,65 W AC power adapter,2.0 headphone/microphone combo,"3-cell, 41 Wh Li-ion Battery",Bluetooth 5,HP,,Laptop,Silver, 30.9 x 20.5 x 1.77 cm,"13.3"" FHD backlit (1920 x 1080) Display",, Intel Iris Graphics,HDMI x 1,1175.0,Backlit Keyboard,,02 years International Limited Warranty (Terms & condition Apply As Per HP),8GB DDR4 Ram,"HP Pavilion 13-bb0069TU Core i5 11th Gen 13.3"" FHD Laptop",Windows 10 Home,,,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)",512GB SSD,Ultrabook,,SuperSpeed USB Type-C 2 SuperSpeed USB Type-A 5Gbps,HP True Vision 720p HD camera with integrated dual array digital microphones,1.24kg,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi, 2.0 headphone/microphone combo,,"Microsoft Office Home & Student
",Finger Print,,,,
175,,"TYPE-C, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal",,"67WHrs, 4S1P, 4-cell Li-ion",Bluetooth 5.0,Asus,Micro SD card reader,Laptop,Pine Grey,319 x 208 x 13.9 ~ 13.9 mm,"14.0-inch, LCD, FHD (1920 x 1080) 16:9, IPS-level Panel, Anti-glare display, LED Backlit, 450 nits, sRGB: 100%, Screen-to-body ratio: 90%",N/A,Intel Iris Plus Graphics,1 x Standard HDMI,1176.0,Illuminated Chiclet Keyboard without Numpad,,02 years International Limited Warranty (Terms & condition Apply As Per Asus),8GB LPDDR4X RAM onboard,"Asus ZenBook 14 UX425JA Core i5 10th 14"" FHD Laptop",Windows 10,,,"Intel Core i5-1035G1 Processor (6M Cache, 1.00 GHz up to 3.60 GHz)",512GB M.2 NVMe PCIe 3.0 SSD,Ultrabook,M.2 NVMe PCIe 3.0 ,"2 x Thunderbolt 3 USB-C (up to 40Gbps)
1 x USB 3.2 Gen 1 Type-A (up to 5Gbps)",3D IR HD camera with Windows Hello support,1.17 kg,Intel WiFi 6 with Gig+ performance (802.11ax),"Smart Amp Technology
Built-in array microphone
harman/kardon (Mainstream)
with Cortana and Alexa voice-recognition support",N/A,,,,,,
176,,,3.5 mm headphone jack,Up to 11.5 hours of battery life ,Bluetooth Wireless 5.0 technology,Mi,,Laptop,Platinum Silver,10.95” x 8.10” x 0.62” (278.18mm x 205.67mm x 15.69mm),"Screen: 12.4” PixelSense™ Display2
Resolution: 1536 x 1024 (148 PPI)
Aspect ratio: 3:2
Touch: 10 point multi-touch",,Intel UHD Graphics,,1177.0,Backlit Keyboard,,1-year limited hardware warranty,8GB LPDDR4x RAM,"Microsoft Surface Laptop Go Core i5 10th Gen 8GB RAM 256GB SSD 12.4"" Multi Touch Display",Windows 10 Home,No,,"Intel Core i5-1035G1 Processor (6M Cache, 1.00 GHz up to 3.60 GHz)",256GB Removable SSD,Ultrabook,,"1 x USB-C
1 x USB-A
","Windows Hello face authentication camera (front-facing)
720p HD f2.0 camera (front-facing)","2.45 lb (1,110 g)",Wi-Fi 6: 802.11ax compatible,"Dual far-field Studio Mics, 
Omnisonic Speakers with Dolby Audio Premium",,,Ambient light sensor,,,,"Top: Aluminum
Base: Polycarbonate composite resin system with glass fiber and 30% post-consumer recycled content"
177,,65 W AC power adapter,2.0 headphone/microphone combo,"3-cell, 41 Wh Li-ion Battery",Bluetooth 5,HP,,Laptop,Silver, 30.9 x 20.5 x 1.77 cm,"13.3"" FHD backlit (1920 x 1080) Display",,Intel Iris Xe Graphics,HDMI x 1,1178.0,Backlit Keyboard,,02 years International Limited Warranty (Terms & condition Apply As Per HP),16GB DDR4 Ram,"HP Pavilion 13-bb0073TU Core i7 11th Gen 13.3"" FHD Laptop",Windows 10 Home,,,"Intel Core i7-1165G7 Processor (12M Cache, 2.80 GHz up to 4.70 GHz)",512GB SSD,Ultrabook,,SuperSpeed USB Type-C 2 SuperSpeed USB Type-A 5Gbps,HP True Vision 720p HD camera with integrated dual array digital microphones,1.24kg,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi, 2.0 headphone/microphone combo,,"Microsoft Office Home & Student
",Finger Print,,,,
